"","unique_id","Species_standardised","Reference","Trait_value","Temperature","T_pk","B0_value","E_value","ED_value"
"3519","Leonella granifera-:-Meier et al. (2004)-:-  7.030-:- -48.230","Leonella granifera","Meier et al. (2004)",0.192002,29,302.15,0.03,0.713823264843806,1.42764652968761
"3520","Leonella granifera-:-Meier et al. (2004)-:-  7.030-:- -48.230","Leonella granifera","Meier et al. (2004)",0.169128,30.3,302.15,0.03,0.713823264843806,1.42764652968761
"3521","Leonella granifera-:-Meier et al. (2004)-:-  8.710-:- -52.500","Leonella granifera","Meier et al. (2004)",0.05,16,301.15,0.05,1.13073648485688,2.26147296971375
"3522","Leonella granifera-:-Meier et al. (2004)-:-  8.710-:- -52.500","Leonella granifera","Meier et al. (2004)",0.12,18,301.15,0.05,1.13073648485688,2.26147296971375
"3523","Leonella granifera-:-Meier et al. (2004)-:-  8.710-:- -52.500","Leonella granifera","Meier et al. (2004)",0.24,20,301.15,0.05,1.13073648485688,2.26147296971375
"3524","Leonella granifera-:-Meier et al. (2004)-:-  8.710-:- -52.500","Leonella granifera","Meier et al. (2004)",0.29,21,301.15,0.05,1.13073648485688,2.26147296971375
"3525","Leonella granifera-:-Meier et al. (2004)-:-  8.710-:- -52.500","Leonella granifera","Meier et al. (2004)",0.31,23,301.15,0.05,1.13073648485688,2.26147296971375
"3526","Leonella granifera-:-Meier et al. (2004)-:-  8.710-:- -52.500","Leonella granifera","Meier et al. (2004)",0.35,25,301.15,0.05,1.13073648485688,2.26147296971375
"3527","Leonella granifera-:-Meier et al. (2004)-:-  8.710-:- -52.500","Leonella granifera","Meier et al. (2004)",0.37,27,301.15,0.05,1.13073648485688,2.26147296971375
"3528","Leonella granifera-:-Meier et al. (2004)-:-  8.710-:- -52.500","Leonella granifera","Meier et al. (2004)",0.4,28,301.15,0.05,1.13073648485688,2.26147296971375
"3529","Leonella granifera-:-Meier et al. (2004)-:-  8.710-:- -52.500","Leonella granifera","Meier et al. (2004)",0.37,29,301.15,0.05,1.13073648485688,2.26147296971375
"3530","Leonella granifera-:-Meier et al. (2004)-:-  8.710-:- -52.500","Leonella granifera","Meier et al. (2004)",0.17,31,301.15,0.05,1.13073648485688,2.26147296971375
"3531","Leonella granifera-:-Meier et al. (2004)-:-  8.710-:- -52.500","Leonella granifera","Meier et al. (2004)",0.0505997,16.4,301.15,0.05,1.13073648485688,2.26147296971375
"3532","Leonella granifera-:-Meier et al. (2004)-:-  8.710-:- -52.500","Leonella granifera","Meier et al. (2004)",0.118528,18,301.15,0.05,1.13073648485688,2.26147296971375
"3533","Leonella granifera-:-Meier et al. (2004)-:-  8.710-:- -52.500","Leonella granifera","Meier et al. (2004)",0.237749,19.7,301.15,0.05,1.13073648485688,2.26147296971375
"3534","Leonella granifera-:-Meier et al. (2004)-:-  8.710-:- -52.500","Leonella granifera","Meier et al. (2004)",0.293201,21.4,301.15,0.05,1.13073648485688,2.26147296971375
"3535","Leonella granifera-:-Meier et al. (2004)-:-  8.710-:- -52.500","Leonella granifera","Meier et al. (2004)",0.313996,23,301.15,0.05,1.13073648485688,2.26147296971375
"3536","Leonella granifera-:-Meier et al. (2004)-:-  8.710-:- -52.500","Leonella granifera","Meier et al. (2004)",0.352812,24.7,301.15,0.05,1.13073648485688,2.26147296971375
"3537","Leonella granifera-:-Meier et al. (2004)-:-  8.710-:- -52.500","Leonella granifera","Meier et al. (2004)",0.374993,26.5,301.15,0.05,1.13073648485688,2.26147296971375
"3538","Leonella granifera-:-Meier et al. (2004)-:-  8.710-:- -52.500","Leonella granifera","Meier et al. (2004)",0.39648,28,301.15,0.05,1.13073648485688,2.26147296971375
"3539","Leonella granifera-:-Meier et al. (2004)-:-  8.710-:- -52.500","Leonella granifera","Meier et al. (2004)",0.374993,29.4,301.15,0.05,1.13073648485688,2.26147296971375
"3540","Leonella granifera-:-Meier et al. (2004)-:-  8.710-:- -52.500","Leonella granifera","Meier et al. (2004)",0.166355,30.7,301.15,0.05,1.13073648485688,2.26147296971375
"3541","Leptocylindrus danicus-:-Hulburt (1982)-:- 28.900-:-  50.750","Leptocylindrus danicus","Hulburt (1982)",0,11,301.15,0.346574,0.963947483373032,1.92789496674606
"3542","Leptocylindrus danicus-:-Hulburt (1982)-:- 28.900-:-  50.750","Leptocylindrus danicus","Hulburt (1982)",0,14,301.15,0.346574,0.963947483373032,1.92789496674606
"3543","Leptocylindrus danicus-:-Hulburt (1982)-:- 28.900-:-  50.750","Leptocylindrus danicus","Hulburt (1982)",0.35,17,301.15,0.346574,0.963947483373032,1.92789496674606
"3544","Leptocylindrus danicus-:-Hulburt (1982)-:- 28.900-:-  50.750","Leptocylindrus danicus","Hulburt (1982)",0.9,21,301.15,0.346574,0.963947483373032,1.92789496674606
"3545","Leptocylindrus danicus-:-Hulburt (1982)-:- 28.900-:-  50.750","Leptocylindrus danicus","Hulburt (1982)",1.52,28,301.15,0.346574,0.963947483373032,1.92789496674606
"3546","Leptocylindrus danicus-:-Hulburt (1982)-:- 28.900-:-  50.750","Leptocylindrus danicus","Hulburt (1982)",0.9,31,301.15,0.346574,0.963947483373032,1.92789496674606
"3547","Leptocylindrus danicus-:-Hulburt (1982)-:- 28.900-:-  50.750","Leptocylindrus danicus","Hulburt (1982)",0,34,301.15,0.346574,0.963947483373032,1.92789496674606
"3548","Leptocylindrus danicus-:-Hulburt (1982)-:- 28.900-:-  50.750","Leptocylindrus danicus","Hulburt (1982)",-0.138629,14,301.15,0.346574,0.963947483373032,1.92789496674606
"3549","Leptocylindrus danicus-:-Hulburt (1982)-:- 28.900-:-  50.750","Leptocylindrus danicus","Hulburt (1982)",0.346574,17,301.15,0.346574,0.963947483373032,1.92789496674606
"3550","Leptocylindrus danicus-:-Hulburt (1982)-:- 28.900-:-  50.750","Leptocylindrus danicus","Hulburt (1982)",0.901091,21,301.15,0.346574,0.963947483373032,1.92789496674606
"3551","Leptocylindrus danicus-:-Hulburt (1982)-:- 28.900-:-  50.750","Leptocylindrus danicus","Hulburt (1982)",1.52492,28,301.15,0.346574,0.963947483373032,1.92789496674606
"3552","Leptocylindrus danicus-:-Hulburt (1982)-:- 28.900-:-  50.750","Leptocylindrus danicus","Hulburt (1982)",0.901091,31,301.15,0.346574,0.963947483373032,1.92789496674606
"3553","Limnothrix redekei-:-Foy (1983)-:- 54.618-:-  -6.395","Limnothrix redekei","Foy (1983)",0.04,5,293.15,0.04,0.718424587709438,1.43684917541888
"3554","Limnothrix redekei-:-Foy (1983)-:- 54.618-:-  -6.395","Limnothrix redekei","Foy (1983)",0.07,8,293.15,0.04,0.718424587709438,1.43684917541888
"3555","Limnothrix redekei-:-Foy (1983)-:- 54.618-:-  -6.395","Limnothrix redekei","Foy (1983)",0.1,11,293.15,0.04,0.718424587709438,1.43684917541888
"3556","Limnothrix redekei-:-Foy (1983)-:- 54.618-:-  -6.395","Limnothrix redekei","Foy (1983)",0.12,14,293.15,0.04,0.718424587709438,1.43684917541888
"3557","Limnothrix redekei-:-Foy (1983)-:- 54.618-:-  -6.395","Limnothrix redekei","Foy (1983)",0.16,17,293.15,0.04,0.718424587709438,1.43684917541888
"3558","Limnothrix redekei-:-Foy (1983)-:- 54.618-:-  -6.395","Limnothrix redekei","Foy (1983)",0.2,20,293.15,0.04,0.718424587709438,1.43684917541888
"3559","Limnothrix redekei-:-Foy (1983)-:- 54.618-:-  -6.395","Limnothrix redekei","Foy (1983)",0.19,23,293.15,0.04,0.718424587709438,1.43684917541888
"3560","Limnothrix redekei-:-Foy (1983)-:- 54.620-:-  -6.410","Limnothrix redekei","Foy (1983)",0.0457477,5,293.15,0.0457477,0.665744732055035,1.33148946411007
"3561","Limnothrix redekei-:-Foy (1983)-:- 54.620-:-  -6.410","Limnothrix redekei","Foy (1983)",0.075553,8,293.15,0.0457477,0.665744732055035,1.33148946411007
"3562","Limnothrix redekei-:-Foy (1983)-:- 54.620-:-  -6.410","Limnothrix redekei","Foy (1983)",0.107438,11,293.15,0.0457477,0.665744732055035,1.33148946411007
"3563","Limnothrix redekei-:-Foy (1983)-:- 54.620-:-  -6.410","Limnothrix redekei","Foy (1983)",0.129619,14,293.15,0.0457477,0.665744732055035,1.33148946411007
"3564","Limnothrix redekei-:-Foy (1983)-:- 54.620-:-  -6.410","Limnothrix redekei","Foy (1983)",0.16081,17,293.15,0.0457477,0.665744732055035,1.33148946411007
"3565","Limnothrix redekei-:-Foy (1983)-:- 54.620-:-  -6.410","Limnothrix redekei","Foy (1983)",0.203785,20,293.15,0.0457477,0.665744732055035,1.33148946411007
"3566","Limnothrix redekei-:-Foy (1983)-:- 54.620-:-  -6.410","Limnothrix redekei","Foy (1983)",0.198933,23,293.15,0.0457477,0.665744732055035,1.33148946411007
"3567","Limnothrix redekei-:-Foy et al. (1976)-:- 54.618-:-  -6.395","Limnothrix redekei","Foy et al. (1976)",0.16,5,298.15,0.16,0.76621641056485,1.5324328211297
"3568","Limnothrix redekei-:-Foy et al. (1976)-:- 54.618-:-  -6.395","Limnothrix redekei","Foy et al. (1976)",0.36,10,298.15,0.16,0.76621641056485,1.5324328211297
"3569","Limnothrix redekei-:-Foy et al. (1976)-:- 54.618-:-  -6.395","Limnothrix redekei","Foy et al. (1976)",0.69,15,298.15,0.16,0.76621641056485,1.5324328211297
"3570","Limnothrix redekei-:-Foy et al. (1976)-:- 54.618-:-  -6.395","Limnothrix redekei","Foy et al. (1976)",1.1,20,298.15,0.16,0.76621641056485,1.5324328211297
"3571","Limnothrix redekei-:-Foy et al. (1976)-:- 54.618-:-  -6.395","Limnothrix redekei","Foy et al. (1976)",1.32,25,298.15,0.16,0.76621641056485,1.5324328211297
"3572","Limnothrix redekei-:-Foy et al. (1976)-:- 54.618-:-  -6.395","Limnothrix redekei","Foy et al. (1976)",0.46,30,298.15,0.16,0.76621641056485,1.5324328211297
"3573","Lobochlamys segnis-:-Seaburg et al. (1981)-:--77.500-:- 162.500","Lobochlamys segnis","Seaburg et al. (1981)",0.332711,-1,291.15,0.332711,0.423447590043624,0.846895180087249
"3574","Lobochlamys segnis-:-Seaburg et al. (1981)-:--77.500-:- 162.500","Lobochlamys segnis","Seaburg et al. (1981)",0.429751,2,291.15,0.332711,0.423447590043624,0.846895180087249
"3575","Lobochlamys segnis-:-Seaburg et al. (1981)-:--77.500-:- 162.500","Lobochlamys segnis","Seaburg et al. (1981)",0.693147,5,291.15,0.332711,0.423447590043624,0.846895180087249
"3576","Lobochlamys segnis-:-Seaburg et al. (1981)-:--77.500-:- 162.500","Lobochlamys segnis","Seaburg et al. (1981)",0.797119,7.5,291.15,0.332711,0.423447590043624,0.846895180087249
"3577","Lobochlamys segnis-:-Seaburg et al. (1981)-:--77.500-:- 162.500","Lobochlamys segnis","Seaburg et al. (1981)",0.790188,10,291.15,0.332711,0.423447590043624,0.846895180087249
"3578","Lobochlamys segnis-:-Seaburg et al. (1981)-:--77.500-:- 162.500","Lobochlamys segnis","Seaburg et al. (1981)",0.89416,12.5,291.15,0.332711,0.423447590043624,0.846895180087249
"3579","Lobochlamys segnis-:-Seaburg et al. (1981)-:--77.500-:- 162.500","Lobochlamys segnis","Seaburg et al. (1981)",1.06745,15,291.15,0.332711,0.423447590043624,0.846895180087249
"3580","Lobochlamys segnis-:-Seaburg et al. (1981)-:--77.500-:- 162.500","Lobochlamys segnis","Seaburg et al. (1981)",1.09517,18,291.15,0.332711,0.423447590043624,0.846895180087249
"3581","Lobochlamys segnis-:-Seaburg et al. (1981)-:--77.500-:- 162.500","Lobochlamys segnis","Seaburg et al. (1981)",0,20,291.15,0.332711,0.423447590043624,0.846895180087249
"3582","Mallomonas acaroides-:-Lee (2007a)-:- 35.970-:- 128.630","Mallomonas acaroides","Lee (2007a)",0.015,9,294.15,0.015,1.91493260311375,3.8298652062275
"3583","Mallomonas acaroides-:-Lee (2007a)-:- 35.970-:- 128.630","Mallomonas acaroides","Lee (2007a)",0.021,12,294.15,0.015,1.91493260311375,3.8298652062275
"3584","Mallomonas acaroides-:-Lee (2007a)-:- 35.970-:- 128.630","Mallomonas acaroides","Lee (2007a)",0.204,15,294.15,0.015,1.91493260311375,3.8298652062275
"3585","Mallomonas acaroides-:-Lee (2007a)-:- 35.970-:- 128.630","Mallomonas acaroides","Lee (2007a)",0.21,18,294.15,0.015,1.91493260311375,3.8298652062275
"3586","Mallomonas acaroides-:-Lee (2007a)-:- 35.970-:- 128.630","Mallomonas acaroides","Lee (2007a)",0.26,21,294.15,0.015,1.91493260311375,3.8298652062275
"3587","Mallomonas acaroides-:-Lee (2007a)-:- 35.970-:- 128.630","Mallomonas acaroides","Lee (2007a)",0.131,23,294.15,0.015,1.91493260311375,3.8298652062275
"3588","Mallomonas areolata-:-Lee (2007a)-:- 35.950-:- 128.330","Mallomonas areolata","Lee (2007a)",0.102,9,294.15,0.102,0.802729328144781,1.60545865628956
"3589","Mallomonas areolata-:-Lee (2007a)-:- 35.950-:- 128.330","Mallomonas areolata","Lee (2007a)",0.115,12,294.15,0.102,0.802729328144781,1.60545865628956
"3590","Mallomonas areolata-:-Lee (2007a)-:- 35.950-:- 128.330","Mallomonas areolata","Lee (2007a)",0.298,15,294.15,0.102,0.802729328144781,1.60545865628956
"3591","Mallomonas areolata-:-Lee (2007a)-:- 35.950-:- 128.330","Mallomonas areolata","Lee (2007a)",0.321,18,294.15,0.102,0.802729328144781,1.60545865628956
"3592","Mallomonas areolata-:-Lee (2007a)-:- 35.950-:- 128.330","Mallomonas areolata","Lee (2007a)",0.327,21,294.15,0.102,0.802729328144781,1.60545865628956
"3593","Mallomonas areolata-:-Lee (2007a)-:- 35.950-:- 128.330","Mallomonas areolata","Lee (2007a)",0.283,23,294.15,0.102,0.802729328144781,1.60545865628956
"3594","Mallomonas caudata-:-Lee (2007a)-:- 35.470-:- 128.950","Mallomonas caudata","Lee (2007a)",0.102,9,291.15,0.102,0.718645676974524,1.43729135394905
"3595","Mallomonas caudata-:-Lee (2007a)-:- 35.470-:- 128.950","Mallomonas caudata","Lee (2007a)",0.117,12,291.15,0.102,0.718645676974524,1.43729135394905
"3596","Mallomonas caudata-:-Lee (2007a)-:- 35.470-:- 128.950","Mallomonas caudata","Lee (2007a)",0.117,15,291.15,0.102,0.718645676974524,1.43729135394905
"3597","Mallomonas caudata-:-Lee (2007a)-:- 35.470-:- 128.950","Mallomonas caudata","Lee (2007a)",0.283,18,291.15,0.102,0.718645676974524,1.43729135394905
"3598","Mallomonas caudata-:-Lee (2007a)-:- 35.470-:- 128.950","Mallomonas caudata","Lee (2007a)",0.188,21,291.15,0.102,0.718645676974524,1.43729135394905
"3599","Mallomonas caudata-:-Lee (2007a)-:- 35.470-:- 128.950","Mallomonas caudata","Lee (2007a)",0.123,23,291.15,0.102,0.718645676974524,1.43729135394905
"3600","Mallomonas caudata-:-Lee (2007a)-:- 35.950-:- 128.650","Mallomonas caudata","Lee (2007a)",0.123,9,294.15,0.123,0.475574722263197,0.951149444526393
"3601","Mallomonas caudata-:-Lee (2007a)-:- 35.950-:- 128.650","Mallomonas caudata","Lee (2007a)",0.16,12,294.15,0.123,0.475574722263197,0.951149444526393
"3602","Mallomonas caudata-:-Lee (2007a)-:- 35.950-:- 128.650","Mallomonas caudata","Lee (2007a)",0.217,15,294.15,0.123,0.475574722263197,0.951149444526393
"3603","Mallomonas caudata-:-Lee (2007a)-:- 35.950-:- 128.650","Mallomonas caudata","Lee (2007a)",0.231,18,294.15,0.123,0.475574722263197,0.951149444526393
"3604","Mallomonas caudata-:-Lee (2007a)-:- 35.950-:- 128.650","Mallomonas caudata","Lee (2007a)",0.277,21,294.15,0.123,0.475574722263197,0.951149444526393
"3605","Mallomonas caudata-:-Lee (2007a)-:- 35.950-:- 128.650","Mallomonas caudata","Lee (2007a)",0.204,23,294.15,0.123,0.475574722263197,0.951149444526393
"3606","Mallomonas caudata-:-Lee (2007a)-:- 36.000-:- 129.470","Mallomonas caudata","Lee (2007a)",0.079,9,291.15,0.079,0.952361830138361,1.90472366027672
"3607","Mallomonas caudata-:-Lee (2007a)-:- 36.000-:- 129.470","Mallomonas caudata","Lee (2007a)",0.231,12,291.15,0.079,0.952361830138361,1.90472366027672
"3608","Mallomonas caudata-:-Lee (2007a)-:- 36.000-:- 129.470","Mallomonas caudata","Lee (2007a)",0.254,15,291.15,0.079,0.952361830138361,1.90472366027672
"3609","Mallomonas caudata-:-Lee (2007a)-:- 36.000-:- 129.470","Mallomonas caudata","Lee (2007a)",0.292,18,291.15,0.079,0.952361830138361,1.90472366027672
"3610","Mallomonas caudata-:-Lee (2007a)-:- 36.000-:- 129.470","Mallomonas caudata","Lee (2007a)",0.233,21,291.15,0.079,0.952361830138361,1.90472366027672
"3611","Mallomonas caudata-:-Lee (2007a)-:- 36.000-:- 129.470","Mallomonas caudata","Lee (2007a)",0.085,23,291.15,0.079,0.952361830138361,1.90472366027672
"3612","Mallomonas crassisquama-:-Lee et al. (2007b)-:- 35.800-:- 128.620","Mallomonas crassisquama","Lee et al. (2007b)",0.018,6,291.15,0.018,1.63103918694764,3.26207837389528
"3613","Mallomonas crassisquama-:-Lee et al. (2007b)-:- 35.800-:- 128.620","Mallomonas crassisquama","Lee et al. (2007b)",0.293,9,291.15,0.018,1.63103918694764,3.26207837389528
"3614","Mallomonas crassisquama-:-Lee et al. (2007b)-:- 35.800-:- 128.620","Mallomonas crassisquama","Lee et al. (2007b)",0.409,12,291.15,0.018,1.63103918694764,3.26207837389528
"3615","Mallomonas crassisquama-:-Lee et al. (2007b)-:- 35.800-:- 128.620","Mallomonas crassisquama","Lee et al. (2007b)",0.417,15,291.15,0.018,1.63103918694764,3.26207837389528
"3616","Mallomonas crassisquama-:-Lee et al. (2007b)-:- 35.800-:- 128.620","Mallomonas crassisquama","Lee et al. (2007b)",0.482,18,291.15,0.018,1.63103918694764,3.26207837389528
"3617","Mallomonas crassisquama-:-Lee et al. (2007b)-:- 35.800-:- 128.620","Mallomonas crassisquama","Lee et al. (2007b)",0.474,21,291.15,0.018,1.63103918694764,3.26207837389528
"3618","Mallomonas crassisquama-:-Lee et al. (2007b)-:- 35.800-:- 128.620","Mallomonas crassisquama","Lee et al. (2007b)",0.047,23,291.15,0.018,1.63103918694764,3.26207837389528
"3619","Mallomonas crassisquama-:-Lee et al. (2007b)-:- 35.800-:- 128.620","Mallomonas crassisquama","Lee et al. (2007b)",0,25,291.15,0.018,1.63103918694764,3.26207837389528
"3620","Mallomonas elongata-:-Lee et al. (2007b)-:- 35.800-:- 128.620","Mallomonas elongata","Lee et al. (2007b)",0.161,6,294.15,0.161,0.510607081634351,1.0212141632687
"3621","Mallomonas elongata-:-Lee et al. (2007b)-:- 35.800-:- 128.620","Mallomonas elongata","Lee et al. (2007b)",0.28,9,294.15,0.161,0.510607081634351,1.0212141632687
"3622","Mallomonas elongata-:-Lee et al. (2007b)-:- 35.800-:- 128.620","Mallomonas elongata","Lee et al. (2007b)",0.425,12,294.15,0.161,0.510607081634351,1.0212141632687
"3623","Mallomonas elongata-:-Lee et al. (2007b)-:- 35.800-:- 128.620","Mallomonas elongata","Lee et al. (2007b)",0.396,15,294.15,0.161,0.510607081634351,1.0212141632687
"3624","Mallomonas elongata-:-Lee et al. (2007b)-:- 35.800-:- 128.620","Mallomonas elongata","Lee et al. (2007b)",0.443,18,294.15,0.161,0.510607081634351,1.0212141632687
"3625","Mallomonas elongata-:-Lee et al. (2007b)-:- 35.800-:- 128.620","Mallomonas elongata","Lee et al. (2007b)",0.56,21,294.15,0.161,0.510607081634351,1.0212141632687
"3626","Mallomonas elongata-:-Lee et al. (2007b)-:- 35.800-:- 128.620","Mallomonas elongata","Lee et al. (2007b)",0.316,23,294.15,0.161,0.510607081634351,1.0212141632687
"3627","Mallomonas elongata-:-Lee et al. (2007b)-:- 35.800-:- 128.620","Mallomonas elongata","Lee et al. (2007b)",0,25,294.15,0.161,0.510607081634351,1.0212141632687
"3628","Mallomonas tonsurata-:-Lee et al. (2007b)-:- 35.800-:- 128.620","Mallomonas tonsurata","Lee et al. (2007b)",0,9,294.15,0.039,1.9917160247571,3.9834320495142
"3629","Mallomonas tonsurata-:-Lee et al. (2007b)-:- 35.800-:- 128.620","Mallomonas tonsurata","Lee et al. (2007b)",0.039,12,294.15,0.039,1.9917160247571,3.9834320495142
"3630","Mallomonas tonsurata-:-Lee et al. (2007b)-:- 35.800-:- 128.620","Mallomonas tonsurata","Lee et al. (2007b)",0.256,15,294.15,0.039,1.9917160247571,3.9834320495142
"3631","Mallomonas tonsurata-:-Lee et al. (2007b)-:- 35.800-:- 128.620","Mallomonas tonsurata","Lee et al. (2007b)",0.456,18,294.15,0.039,1.9917160247571,3.9834320495142
"3632","Mallomonas tonsurata-:-Lee et al. (2007b)-:- 35.800-:- 128.620","Mallomonas tonsurata","Lee et al. (2007b)",0.5,21,294.15,0.039,1.9917160247571,3.9834320495142
"3633","Mallomonas tonsurata-:-Lee et al. (2007b)-:- 35.800-:- 128.620","Mallomonas tonsurata","Lee et al. (2007b)",0.231,23,294.15,0.039,1.9917160247571,3.9834320495142
"3634","Mallomonas tonsurata-:-Lee et al. (2007b)-:- 35.800-:- 128.620","Mallomonas tonsurata","Lee et al. (2007b)",0,25,294.15,0.039,1.9917160247571,3.9834320495142
"3635","Mastigocladus laminosus-:-Miyamoto et al. (1979)-:-NA-:-NA","Mastigocladus laminosus","Miyamoto et al. (1979)",0.392,34,317.15,0.196,0.522789895482537,1.04557979096507
"3636","Mastigocladus laminosus-:-Miyamoto et al. (1979)-:-NA-:-NA","Mastigocladus laminosus","Miyamoto et al. (1979)",0.392,35,317.15,0.196,0.522789895482537,1.04557979096507
"3637","Mastigocladus laminosus-:-Miyamoto et al. (1979)-:-NA-:-NA","Mastigocladus laminosus","Miyamoto et al. (1979)",0.448,39,317.15,0.196,0.522789895482537,1.04557979096507
"3638","Mastigocladus laminosus-:-Miyamoto et al. (1979)-:-NA-:-NA","Mastigocladus laminosus","Miyamoto et al. (1979)",0.504,40,317.15,0.196,0.522789895482537,1.04557979096507
