"","Species_original","Species_standardised","Reference","Trait_value","Temperature","unique_id"
"6810","Skeletonema costatum","Skeletonema costatum","Montagnes & Franklin (2001)",0.701,16,"Montagnes & Franklin (2001)Skeletonema costatum"
"6811","Skeletonema costatum","Skeletonema costatum","Montagnes & Franklin (2001)",0.879,20,"Montagnes & Franklin (2001)Skeletonema costatum"
"6812","Skeletonema costatum","Skeletonema costatum","Montagnes & Franklin (2001)",0.801,25,"Montagnes & Franklin (2001)Skeletonema costatum"
"6813","Thalassiosira eccentrica","Thalassiosira eccentrica","Montagnes & Franklin (2001)",0.371,10,"Montagnes & Franklin (2001)Thalassiosira eccentrica"
"6814","Thalassiosira eccentrica","Thalassiosira eccentrica","Montagnes & Franklin (2001)",0.33,13,"Montagnes & Franklin (2001)Thalassiosira eccentrica"
"6815","Thalassiosira eccentrica","Thalassiosira eccentrica","Montagnes & Franklin (2001)",0.56,16.5,"Montagnes & Franklin (2001)Thalassiosira eccentrica"
"6816","Thalassiosira eccentrica","Thalassiosira eccentrica","Montagnes & Franklin (2001)",0.445,20,"Montagnes & Franklin (2001)Thalassiosira eccentrica"
"6817","Thalassiosira eccentrica","Thalassiosira eccentrica","Montagnes & Franklin (2001)",0.564,25,"Montagnes & Franklin (2001)Thalassiosira eccentrica"
"6818","Conticribra weissflogii","Thalassiosira weissflogii","Montagnes & Franklin (2001)",0.162,9,"Montagnes & Franklin (2001)Thalassiosira weissflogii"
"6819","Conticribra weissflogii","Thalassiosira weissflogii","Montagnes & Franklin (2001)",0.587,12,"Montagnes & Franklin (2001)Thalassiosira weissflogii"
"6820","Conticribra weissflogii","Thalassiosira weissflogii","Montagnes & Franklin (2001)",0.548,16,"Montagnes & Franklin (2001)Thalassiosira weissflogii"
"6821","Conticribra weissflogii","Thalassiosira weissflogii","Montagnes & Franklin (2001)",0.517,20,"Montagnes & Franklin (2001)Thalassiosira weissflogii"
"6822","Conticribra weissflogii","Thalassiosira weissflogii","Montagnes & Franklin (2001)",0.387,25,"Montagnes & Franklin (2001)Thalassiosira weissflogii"
"6823","Pandorina morum","Pandorina morum","Moss (1973)",0,4,"Moss (1973)Pandorina morum"
"6824","Pandorina morum","Pandorina morum","Moss (1973)",0.28,10,"Moss (1973)Pandorina morum"
"6825","Pandorina morum","Pandorina morum","Moss (1973)",0.46,16,"Moss (1973)Pandorina morum"
"6826","Pandorina morum","Pandorina morum","Moss (1973)",0.32,20,"Moss (1973)Pandorina morum"
"6827","Pandorina morum","Pandorina morum","Moss (1973)",0.26,26,"Moss (1973)Pandorina morum"
"6828","Pandorina morum","Pandorina morum","Moss (1973)",0.15,30,"Moss (1973)Pandorina morum"
"6829","Pandorina morum","Pandorina morum","Moss (1973)",0,35,"Moss (1973)Pandorina morum"
"6830","Pediastrum duplex","Pediastrum duplex","Moss (1973)",0,4,"Moss (1973)Pediastrum duplex"
"6831","Pediastrum duplex","Pediastrum duplex","Moss (1973)",0.2,10,"Moss (1973)Pediastrum duplex"
"6832","Pediastrum duplex","Pediastrum duplex","Moss (1973)",0.16,14,"Moss (1973)Pediastrum duplex"
"6833","Pediastrum duplex","Pediastrum duplex","Moss (1973)",0.27,20,"Moss (1973)Pediastrum duplex"
"6834","Pediastrum duplex","Pediastrum duplex","Moss (1973)",0.22,24,"Moss (1973)Pediastrum duplex"
"6835","Pediastrum duplex","Pediastrum duplex","Moss (1973)",0,30,"Moss (1973)Pediastrum duplex"
"6836","Roya anglica","Roya anglica","Moss (1973)",0,4,"Moss (1973)Roya anglica"
"6837","Roya anglica","Roya anglica","Moss (1973)",0.1,10,"Moss (1973)Roya anglica"
"6838","Roya anglica","Roya anglica","Moss (1973)",0.13,14,"Moss (1973)Roya anglica"
"6839","Roya anglica","Roya anglica","Moss (1973)",0.27,20,"Moss (1973)Roya anglica"
"6840","Roya anglica","Roya anglica","Moss (1973)",0.17,25,"Moss (1973)Roya anglica"
"6841","Roya anglica","Roya anglica","Moss (1973)",0,30,"Moss (1973)Roya anglica"
"6842","Scenedesmus quadricauda","Scenedesmus quadricauda","Moss (1973)",0,10,"Moss (1973)Scenedesmus quadricauda"
"6843","Scenedesmus quadricauda","Scenedesmus quadricauda","Moss (1973)",0.12,14,"Moss (1973)Scenedesmus quadricauda"
"6844","Scenedesmus quadricauda","Scenedesmus quadricauda","Moss (1973)",0.14,20,"Moss (1973)Scenedesmus quadricauda"
"6845","Scenedesmus quadricauda","Scenedesmus quadricauda","Moss (1973)",0.21,24,"Moss (1973)Scenedesmus quadricauda"
"6846","Scenedesmus quadricauda","Scenedesmus quadricauda","Moss (1973)",0.24,30,"Moss (1973)Scenedesmus quadricauda"
"6847","Scenedesmus quadricauda","Scenedesmus quadricauda","Moss (1973)",0.25,32,"Moss (1973)Scenedesmus quadricauda"
"6848","Scenedesmus quadricauda","Scenedesmus quadricauda","Moss (1973)",0.05,35,"Moss (1973)Scenedesmus quadricauda"
"6849","Volvox aureus","Volvox aureus","Moss (1973)",0,10,"Moss (1973)Volvox aureus"
"6850","Volvox aureus","Volvox aureus","Moss (1973)",0.13,14,"Moss (1973)Volvox aureus"
"6851","Volvox aureus","Volvox aureus","Moss (1973)",0.11,20,"Moss (1973)Volvox aureus"
"6852","Volvox aureus","Volvox aureus","Moss (1973)",0.2,24,"Moss (1973)Volvox aureus"
"6853","Volvox aureus","Volvox aureus","Moss (1973)",0.04,30,"Moss (1973)Volvox aureus"
"6854","Volvox aureus","Volvox aureus","Moss (1973)",0,32,"Moss (1973)Volvox aureus"
"6855","Picochlorum atomus","Nannochloris atomus","Ryther (1954)",0,5,"Nannochloris atomusRyther (1954)"
"6856","Picochlorum atomus","Nannochloris atomus","Ryther (1954)",0.1,10,"Nannochloris atomusRyther (1954)"
"6857","Picochlorum atomus","Nannochloris atomus","Ryther (1954)",0.45,15,"Nannochloris atomusRyther (1954)"
"6858","Picochlorum atomus","Nannochloris atomus","Ryther (1954)",0.55,20,"Nannochloris atomusRyther (1954)"
"6859","Picochlorum atomus","Nannochloris atomus","Ryther (1954)",0.49,25,"Nannochloris atomusRyther (1954)"
"6860","Picochlorum atomus","Nannochloris atomus","Ryther (1954)",0.22,30,"Nannochloris atomusRyther (1954)"
"6861","Nannochloris sp.","Nannochloris","Thomas (1966)",0.49,16,"NannochlorisThomas (1966)"
"6862","Nannochloris sp.","Nannochloris","Thomas (1966)",1.5,20,"NannochlorisThomas (1966)"
"6863","Nannochloris sp.","Nannochloris","Thomas (1966)",1.5,23,"NannochlorisThomas (1966)"
"6864","Nannochloris sp.","Nannochloris","Thomas (1966)",2.1,24,"NannochlorisThomas (1966)"
"6865","Nannochloris sp.","Nannochloris","Thomas (1966)",2.1,27,"NannochlorisThomas (1966)"
"6866","Nannochloris sp.","Nannochloris","Thomas (1966)",2.6,29,"NannochlorisThomas (1966)"
"6867","Nannochloris sp.","Nannochloris","Thomas (1966)",3,30,"NannochlorisThomas (1966)"
"6868","Nannochloris sp.","Nannochloris","Thomas (1966)",3,33,"NannochlorisThomas (1966)"
"6869","Nannochloris sp.","Nannochloris","Thomas (1966)",2.8,36,"NannochlorisThomas (1966)"
"6870","Nitzschia seriata","Nitzschia seriata","Smith et al. (1994)",0.34,-1.6,"Nitzschia seriataSmith et al. (1994)"
"6871","Nitzschia seriata","Nitzschia seriata","Smith et al. (1994)",0.26,-0.5,"Nitzschia seriataSmith et al. (1994)"
"6872","Nitzschia seriata","Nitzschia seriata","Smith et al. (1994)",0.43,2,"Nitzschia seriataSmith et al. (1994)"
"6873","Nitzschia seriata","Nitzschia seriata","Smith et al. (1994)",0.44,4,"Nitzschia seriataSmith et al. (1994)"
"6874","Nitzschia seriata","Nitzschia seriata","Smith et al. (1994)",0.43,6,"Nitzschia seriataSmith et al. (1994)"
"6875","Nitzschia seriata","Nitzschia seriata","Smith et al. (1994)",0.57,10,"Nitzschia seriataSmith et al. (1994)"
"6876","Nitzschia seriata","Nitzschia seriata","Smith et al. (1994)",0.36,12,"Nitzschia seriataSmith et al. (1994)"
"6877","Coccolithus huxleyi","Pontosphaera huxleyi","Paasche (1967)",0.4,12.5,"Paasche (1967)Pontosphaera huxleyi"
"6878","Coccolithus huxleyi","Pontosphaera huxleyi","Paasche (1967)",0.79,17.4,"Paasche (1967)Pontosphaera huxleyi"
"6879","Coccolithus huxleyi","Pontosphaera huxleyi","Paasche (1967)",1.23,20.6,"Paasche (1967)Pontosphaera huxleyi"
"6880","Coccolithus huxleyi","Pontosphaera huxleyi","Paasche (1967)",1.23,22.7,"Paasche (1967)Pontosphaera huxleyi"
"6881","Coccolithus huxleyi","Pontosphaera huxleyi","Paasche (1967)",0.7,26.3,"Paasche (1967)Pontosphaera huxleyi"
"6882","Emiliania huxleyi","Pontosphaera huxleyi","Paasche (1967)",0.389549,12.5,"Paasche (1967)Pontosphaera huxleyi"
"6883","Emiliania huxleyi","Pontosphaera huxleyi","Paasche (1967)",0.786029,17.5,"Paasche (1967)Pontosphaera huxleyi"
"6884","Emiliania huxleyi","Pontosphaera huxleyi","Paasche (1967)",1.21647,21,"Paasche (1967)Pontosphaera huxleyi"
"6885","Emiliania huxleyi","Pontosphaera huxleyi","Paasche (1967)",1.15548,23,"Paasche (1967)Pontosphaera huxleyi"
"6886","Emiliania huxleyi","Pontosphaera huxleyi","Paasche (1967)",0.444307,26.5,"Paasche (1967)Pontosphaera huxleyi"
"6887","Pavlova lutheri","Pavlova lutheri","Thompson et al. (1992)",0.51,10,"Pavlova lutheriThompson et al. (1992)"
"6888","Pavlova lutheri","Pavlova lutheri","Thompson et al. (1992)",0.58,10,"Pavlova lutheriThompson et al. (1992)"
"6889","Pavlova lutheri","Pavlova lutheri","Thompson et al. (1992)",0.73,15,"Pavlova lutheriThompson et al. (1992)"
"6890","Pavlova lutheri","Pavlova lutheri","Thompson et al. (1992)",1.06,15,"Pavlova lutheriThompson et al. (1992)"
"6891","Pavlova lutheri","Pavlova lutheri","Thompson et al. (1992)",0.53,18,"Pavlova lutheriThompson et al. (1992)"
"6892","Pavlova lutheri","Pavlova lutheri","Thompson et al. (1992)",1.54,20,"Pavlova lutheriThompson et al. (1992)"
"6893","Pavlova lutheri","Pavlova lutheri","Thompson et al. (1992)",1.57,20,"Pavlova lutheriThompson et al. (1992)"
"6894","Pavlova lutheri","Pavlova lutheri","Thompson et al. (1992)",1.71,20,"Pavlova lutheriThompson et al. (1992)"
"6895","Pavlova lutheri","Pavlova lutheri","Thompson et al. (1992)",1.78,20,"Pavlova lutheriThompson et al. (1992)"
"6896","Pavlova lutheri","Pavlova lutheri","Thompson et al. (1992)",1.53,25,"Pavlova lutheriThompson et al. (1992)"
"6897","Pavlova lutheri","Pavlova lutheri","Thompson et al. (1992)",2.04,25,"Pavlova lutheriThompson et al. (1992)"
"6898","Pavlova lutheri","Pavlova lutheri","Thompson et al. (1992)",2.1,25,"Pavlova lutheriThompson et al. (1992)"
"6899","Pavlova lutheri","Pavlova lutheri","Thompson et al. (1992)",2.32,25,"Pavlova lutheriThompson et al. (1992)"
"6900","Diacronema lutheri","Pavlova lutheri","Yanase & Imai (1968)",0.227,17,"Pavlova lutheriYanase & Imai (1968)"
"6901","Diacronema lutheri","Pavlova lutheri","Yanase & Imai (1968)",0.215,20,"Pavlova lutheriYanase & Imai (1968)"
"6902","Diacronema lutheri","Pavlova lutheri","Yanase & Imai (1968)",0.206,23,"Pavlova lutheriYanase & Imai (1968)"
"6903","Diacronema lutheri","Pavlova lutheri","Yanase & Imai (1968)",0.198,25,"Pavlova lutheriYanase & Imai (1968)"
"6904","Diacronema lutheri","Pavlova lutheri","Yanase & Imai (1968)",0.1,27,"Pavlova lutheriYanase & Imai (1968)"
"6905","Diacronema lutheri","Pavlova lutheri","Yanase & Imai (1968)",0,29,"Pavlova lutheriYanase & Imai (1968)"
"6906","Phaeocystis pouchetii strain AJ 01","Phaeocystis pouchetii","Wang et al. (2010)",0,2,"Phaeocystis pouchetiiWang et al. (2010)"
"6907","Phaeocystis pouchetii strain AJ 01","Phaeocystis pouchetii","Wang et al. (2010)",0.23,4,"Phaeocystis pouchetiiWang et al. (2010)"
"6908","Phaeocystis pouchetii strain AJ 01","Phaeocystis pouchetii","Wang et al. (2010)",0.19,6,"Phaeocystis pouchetiiWang et al. (2010)"
"6909","Phaeocystis pouchetii strain AJ 01","Phaeocystis pouchetii","Wang et al. (2010)",0.5,8,"Phaeocystis pouchetiiWang et al. (2010)"
"6910","Phaeocystis pouchetii strain AJ 01","Phaeocystis pouchetii","Wang et al. (2010)",0,12,"Phaeocystis pouchetiiWang et al. (2010)"
"6911","Phaeodactylum tricornutum","Phaeodactylum tricornutum","Raimbault (1984)",0.5,5,"Phaeodactylum tricornutumRaimbault (1984)"
"6912","Phaeodactylum tricornutum","Phaeodactylum tricornutum","Raimbault (1984)",0.8,8,"Phaeodactylum tricornutumRaimbault (1984)"
"6913","Phaeodactylum tricornutum","Phaeodactylum tricornutum","Raimbault (1984)",1,10,"Phaeodactylum tricornutumRaimbault (1984)"
"6914","Phaeodactylum tricornutum","Phaeodactylum tricornutum","Raimbault (1984)",1.2,12,"Phaeodactylum tricornutumRaimbault (1984)"
"6915","Phaeodactylum tricornutum","Phaeodactylum tricornutum","Raimbault (1984)",1.4,15,"Phaeodactylum tricornutumRaimbault (1984)"
"6916","Phaeodactylum tricornutum","Phaeodactylum tricornutum","Raimbault (1984)",1.3,18,"Phaeodactylum tricornutumRaimbault (1984)"
"6917","Phaeodactylum tricornutum","Phaeodactylum tricornutum","Raimbault (1984)",1.5,20,"Phaeodactylum tricornutumRaimbault (1984)"
"6918","Phaeodactylum tricornutum","Phaeodactylum tricornutum","Raimbault (1984)",1.6,25,"Phaeodactylum tricornutumRaimbault (1984)"
"6919","Phaeodactylum tricornutum","Phaeodactylum tricornutum","Raimbault (1984)",0.6,27,"Phaeodactylum tricornutumRaimbault (1984)"
"6920","Phaeodactylum tricornutum","Phaeodactylum tricornutum","Raimbault (1984)",0,30,"Phaeodactylum tricornutumRaimbault (1984)"
"6921","Phaeodactylum tricornutum","Phaeodactylum tricornutum","Thompson et al. (1992)",0.64,10,"Phaeodactylum tricornutumThompson et al. (1992)"
"6922","Phaeodactylum tricornutum","Phaeodactylum tricornutum","Thompson et al. (1992)",0.69,10,"Phaeodactylum tricornutumThompson et al. (1992)"
"6923","Phaeodactylum tricornutum","Phaeodactylum tricornutum","Thompson et al. (1992)",0.85,15,"Phaeodactylum tricornutumThompson et al. (1992)"
"6924","Phaeodactylum tricornutum","Phaeodactylum tricornutum","Thompson et al. (1992)",0.89,15,"Phaeodactylum tricornutumThompson et al. (1992)"
"6925","Phaeodactylum tricornutum","Phaeodactylum tricornutum","Thompson et al. (1992)",1.38,15,"Phaeodactylum tricornutumThompson et al. (1992)"
"6926","Phaeodactylum tricornutum","Phaeodactylum tricornutum","Thompson et al. (1992)",1.11,17,"Phaeodactylum tricornutumThompson et al. (1992)"
"6927","Phaeodactylum tricornutum","Phaeodactylum tricornutum","Thompson et al. (1992)",1.26,17,"Phaeodactylum tricornutumThompson et al. (1992)"
"6928","Phaeodactylum tricornutum","Phaeodactylum tricornutum","Thompson et al. (1992)",1.29,20,"Phaeodactylum tricornutumThompson et al. (1992)"
"6929","Phaeodactylum tricornutum","Phaeodactylum tricornutum","Thompson et al. (1992)",1.38,20,"Phaeodactylum tricornutumThompson et al. (1992)"
"6930","Phaeodactylum tricornutum","Phaeodactylum tricornutum","Thompson et al. (1992)",1.48,20,"Phaeodactylum tricornutumThompson et al. (1992)"
"6931","Phaeodactylum tricornutum","Phaeodactylum tricornutum","Thompson et al. (1992)",1.56,25,"Phaeodactylum tricornutumThompson et al. (1992)"
"6932","Phaeodactylum tricornutum","Phaeodactylum tricornutum","Thompson et al. (1992)",1.64,25,"Phaeodactylum tricornutumThompson et al. (1992)"
"6933","Oscillatoria simplicissima","Phormidium simplicissimum","Venter et al. (2003)",0.05,20,"Phormidium simplicissimumVenter et al. (2003)"
"6934","Oscillatoria simplicissima","Phormidium simplicissimum","Venter et al. (2003)",0.18,24,"Phormidium simplicissimumVenter et al. (2003)"
"6935","Oscillatoria simplicissima","Phormidium simplicissimum","Venter et al. (2003)",0.22,28,"Phormidium simplicissimumVenter et al. (2003)"
"6936","Oscillatoria simplicissima","Phormidium simplicissimum","Venter et al. (2003)",0.14,32,"Phormidium simplicissimumVenter et al. (2003)"
"6937","Oscillatoria simplicissima","Phormidium simplicissimum","Venter et al. (2003)",0.14,36,"Phormidium simplicissimumVenter et al. (2003)"
"6938","Oscillatoria simplicissima","Phormidium simplicissimum","Venter et al. (2003)",0,38,"Phormidium simplicissimumVenter et al. (2003)"
"6939","Oscillatoria agardhii","Planktothrix agardhii","Post et al. (1985)",0.23,10.2,"Planktothrix agardhiiPost et al. (1985)"
"6940","Oscillatoria agardhii","Planktothrix agardhii","Post et al. (1985)",0.5,15.4,"Planktothrix agardhiiPost et al. (1985)"
"6941","Oscillatoria agardhii","Planktothrix agardhii","Post et al. (1985)",0.82,20.7,"Planktothrix agardhiiPost et al. (1985)"
"6942","Oscillatoria agardhii","Planktothrix agardhii","Post et al. (1985)",1.09,28.3,"Planktothrix agardhiiPost et al. (1985)"
"6943","Oscillatoria agardhii","Planktothrix agardhii","Post et al. (1985)",1.24,31.5,"Planktothrix agardhiiPost et al. (1985)"
"6944","Planktothrix agardhii","Planktothrix agardhii","Post et al. (1985)",0,5,"Planktothrix agardhiiPost et al. (1985)"
"6945","Planktothrix agardhii","Planktothrix agardhii","Post et al. (1985)",0.266,15,"Planktothrix agardhiiPost et al. (1985)"
"6946","Planktothrix agardhii","Planktothrix agardhii","Post et al. (1985)",0.462,20,"Planktothrix agardhiiPost et al. (1985)"
"6947","Planktothrix agardhii strain UWCC FW 277","Planktothrix agardhii","Talbot et al. (1991)",0.34,5,"Planktothrix agardhiiTalbot et al. (1991)"
"6948","Planktothrix agardhii strain UWCC FW 277","Planktothrix agardhii","Talbot et al. (1991)",0.4,10,"Planktothrix agardhiiTalbot et al. (1991)"
"6949","Planktothrix agardhii strain UWCC FW 277","Planktothrix agardhii","Talbot et al. (1991)",0.45,15,"Planktothrix agardhiiTalbot et al. (1991)"
"6950","Planktothrix agardhii strain UWCC FW 277","Planktothrix agardhii","Talbot et al. (1991)",0.45,20,"Planktothrix agardhiiTalbot et al. (1991)"
"6951","Planktothrix agardhii strain UWCC FW 277","Planktothrix agardhii","Talbot et al. (1991)",0.4,25,"Planktothrix agardhiiTalbot et al. (1991)"
"6952","Planktothrix agardhii strain UWCC FW 277","Planktothrix agardhii","Talbot et al. (1991)",0.52,30,"Planktothrix agardhiiTalbot et al. (1991)"
"6953","Planktothrix agardhii strain UWCC FW 277","Planktothrix agardhii","Talbot et al. (1991)",0.64,35,"Planktothrix agardhiiTalbot et al. (1991)"
"6954","Prorocentrum dentatum","Prorocentrum dentatum","Xu et al. (2010)",0.13,10,"Prorocentrum dentatumXu et al. (2010)"
"6955","Prorocentrum dentatum","Prorocentrum dentatum","Xu et al. (2010)",0.19,15,"Prorocentrum dentatumXu et al. (2010)"
"6956","Prorocentrum dentatum","Prorocentrum dentatum","Xu et al. (2010)",0.59,20,"Prorocentrum dentatumXu et al. (2010)"
"6957","Prorocentrum dentatum","Prorocentrum dentatum","Xu et al. (2010)",0.71,24,"Prorocentrum dentatumXu et al. (2010)"
"6958","Prorocentrum dentatum","Prorocentrum dentatum","Xu et al. (2010)",0.77,27,"Prorocentrum dentatumXu et al. (2010)"
"6959","Pseudonitzschia seriata","Pseudo-nitzschia seriata","Stapleford and Smith (1996)",0.3,-1.5,"Pseudo-nitzschia seriataStapleford and Smith (1996)"
"6960","Pseudonitzschia seriata","Pseudo-nitzschia seriata","Stapleford and Smith (1996)",0.32,-1,"Pseudo-nitzschia seriataStapleford and Smith (1996)"
"6961","Pseudonitzschia seriata","Pseudo-nitzschia seriata","Stapleford and Smith (1996)",0.35,0,"Pseudo-nitzschia seriataStapleford and Smith (1996)"
"6962","Pseudonitzschia seriata","Pseudo-nitzschia seriata","Stapleford and Smith (1996)",0.37,2,"Pseudo-nitzschia seriataStapleford and Smith (1996)"
"6963","Pseudonitzschia seriata","Pseudo-nitzschia seriata","Stapleford and Smith (1996)",0.35,4,"Pseudo-nitzschia seriataStapleford and Smith (1996)"
"6964","Pseudonitzschia seriata","Pseudo-nitzschia seriata","Stapleford and Smith (1996)",0.49,6,"Pseudo-nitzschia seriataStapleford and Smith (1996)"
